Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
basefootprint_link,0,1.11022302462516E-16,-0.0165,0,0,0,40.12833,2.41961604813898,0.00979349757253783,-3.46348297131225E-19,1.29747784781603,2.94246210047988E-16,3.70981060406001,0,0,0,0,0,0,package://aws_amr_description/meshes/basefootprint_link.STL,0.988235294117647,0.984313725490196,1,1,0,0,0,0,0,0,package://aws_amr_description/meshes/basefootprint_link.STL,,floor-1,footprint,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
base_link,-0.00164219166089963,-0.0361894519725366,0.582086232959336,0,0,0,38.5841907210089,1.94197264059665,0.00713596425149988,-0.000642438598698677,1.12447543859211,0.0721839356855261,2.71974540999521,0,0,0,0,0,0,package://aws_amr_description/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/base_link.STL,,ODR_REV1_ASSY_REV2-1-1,BASE,Axis_base_joint,base_joint,fixed,0.000899965730756125,0,0.0898937183015765,0,0,0,basefootprint_link,0,0,0,,,,,,,,,,,,
FL_steering_link,-0.0475735313962515,0.00186107687732506,-0.0677613689716041,0,0,0,0.215025529188031,0.000198183542170155,-1.33497937261361E-05,-3.32629600070803E-05,0.00019959509116102,-2.846870528717E-05,0.000169543009769995,0,0,0,0,0,0,package://aws_amr_description/meshes/FL_steering_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/FL_steering_link.STL,,FL-joint^robot assy-1,Coordinate System8,Axis6,FL_steering_joint,continuous,0.241621591099171,-0.287902443050945,0.1095,0,0,0,base_link,0,0,1,,,,,,,,,,,,
FL_wheel,-6.33164459196145E-07,7.24319215598956E-06,0.0298545011765308,0,0,0,0.958024018560995,0.00158537287142924,-2.95846442369442E-09,-3.34102631098615E-08,0.00158540670170445,3.81832211653294E-07,0.00270273979063561,0,0,0,0,0,0,package://aws_amr_description/meshes/FL_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/FL_wheel.STL,,FL_wheel^robot assy-1,Coordinate System5,Axis5,FL_wheel_joint,continuous,-0.0305911790614908,-0.00114332801035,-0.120198042415907,-1.5707963267949,0,-1.56206968053491,FL_steering_link,0,0,1,,,,,,,,,,,,
FR_steering_link,0.0475274478951574,0.00285182033246123,-0.0677612853324359,0,0,0,0.21502552911799,0.000197663290712632,1.32880364690958E-05,3.38130987976626E-05,0.000200115479651007,-2.78645224586072E-05,0.000169542872766259,0,0,0,0,0,0,package://aws_amr_description/meshes/FR_steering_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/FR_steering_link.STL,,FR-joint^robot assy-1,Coordinate System6,Axis8,FR_steering_joint,continuous,-0.238360131971625,-0.292091180090165,0.1095,0,0,0,base_link,0,0,1,,,,,,,,,,,,
FR_wheel,5.20650804314293E-06,-5.07658490336849E-06,-0.0298545023400815,0,0,0,0.958024049096675,0.00158539024593013,-1.71905301382618E-08,-2.74449388424433E-07,0.00158538938818371,2.67521391906746E-07,0.00270273993089456,0,0,0,0,0,0,package://aws_amr_description/meshes/FR_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/FR_wheel.STL,,FR-wheel^robot assy-1,Coordinate System7,Axis7,FR_wheel_joint,continuous,0.0306076729379445,-0.000545703798077279,-0.120198042415904,-1.57079632679489,0,-1.55999302446283,FR_steering_link,0,0,-1,,,,,,,,,,,,
RL_steering_link,-0.0464294552503575,-0.0105497331235309,-0.0677612873166716,0,0,0,0.215025508213933,0.000193460203508138,1.21901333978236E-05,-3.78976325309017E-05,0.000204318564874202,2.19892428029692E-05,0.000169542871278703,0,0,0,0,0,0,package://aws_amr_description/meshes/RL_steering_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/RL_steering_link.STL,,RL-joint^robot assy-2,RL_STEER,Rl_AXIS,RL_steering_joint,continuous,0.236560200510107,0.292075472326287,0.109500000000001,0,0,0,base_link,0,0,1,,,,,,,,,,,,
RL_wheel,7.27595754390631E-06,-5.91239966013513E-08,0.029854497682601,0,0,0,0.95802404699446,0.00158540688618798,-1.99483853621513E-10,3.83119294653975E-07,0.00158537275280386,-3.17710383360308E-09,0.00270274001401906,0,0,0,0,0,0,package://aws_amr_description/meshes/RL_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/RL_wheel.STL,,RL-wheel^robot assy-1,Coordinate System9,Axis9,RL_wheel_joint,continuous,-0.0302883236333389,-0.00444352189074265,-0.120198042415911,-1.5707963267949,0,-1.39649764849145,RL_steering_link,0,0,1,,,,,,,,,,,,
RR_steering_link,0.0472495916245045,-0.00584638955510888,-0.0677613703800073,0,0,0,0.215025525294734,0.000195961020339611,-1.30437868222828E-05,3.55344485257814E-05,0.000201817609859164,2.55772259404588E-05,0.000169543008646994,0,0,0,0,0,0,package://aws_amr_description/meshes/RR_steering_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/RR_steering_link.STL,,RR-joint^robot assy-3,Coordinate System11,Axis11,RR_steering_joint,continuous,-0.24342152256069,0.287886735287059,0.109500000000002,0,0,0,base_link,0,0,1,,,,,,,,,,,,
RR_wheel,-7.21200724410065E-06,-9.69764137839779E-07,-0.0298544968118679,0,0,0,0.958024083703301,0.00158540647521623,4.52995256026229E-09,3.7968612593469E-07,0.00158537328067226,5.0927528925523E-08,0.00270274017042597,0,0,0,0,0,0,package://aws_amr_description/meshes/RR_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aws_amr_description/meshes/RR_wheel.STL,,RR-wheel^robot assy-1,Coordinate System10,Axis10,RR_wheel_joint,continuous,0.0305792315732384,-0.00142759647720375,-0.12019804241591,1.57079632679489,0,1.49551463375334,RR_steering_link,0,0,-1,,,,,,,,,,,,
